cohort,character_name,anchor_level,stagnation_start_level,note
past260,까먹공,262,262,
past260,꺄세,262,262,
past260,낑낑대봐,262,262,
past260,나나나맛,262,262,
past260,나사실파이리,262,262,
past260,나앵짱,262,262,
past260,나코엘,262,262,
past260,날강도의하루,262,262,
past260,남리수색,262,262,
past260,납첩,262,262,
past260,내리리나로,262,262,
past260,내예임수빈,262,262,
past260,냐츄키,262,262,
past260,냥캡몽,262,262,
past260,넘방법사,262,262,
past260,네네별,262,262,
past260,노인과바람,262,262,
past260,노잼노뎀벤져,262,262,
past260,녹색누님,262,262,
past260,뇌용량24cc,262,262,
past260,뇽루피,262,262,
past260,느리뽀,262,262,
past260,다온다니,262,262,
past260,단감크림샌드,262,262,
past260,대충약한이름,262,262,
past260,데몬회백동,262,262,
past260,델랭영,262,262,
past260,도연궁,262,262,
past260,돌옙,262,262,
past260,돐부,262,262,
past260,두명의스킨,262,262,
past260,뒵귁귁,262,262,
past260,듀로월즈무관,262,262,
past260,듣걸,262,262,
past260,디와썬콜,262,262,
past260,땅콩사단장,262,262,
past260,또박맘,262,262,
past260,뙨샜,262,262,
past260,뚜르응,262,262,
past260,띵링링링링,262,262,
past260,랑놋,262,262,
past260,랑이가뭔데요,262,262,
past260,래월체,262,262,
past260,렌긋렌긋,262,262,
past260,롤전문종민,262,262,
past260,롯데리아듀블,262,262,
past260,롱준0세,262,262,
past260,뢸범,262,262,
past260,릉무릉,262,262,
past260,마계궁,262,262,
past260,마빡에문신함,262,262,
past260,막금춘,262,262,
past260,말랑와이번,262,262,
past260,매그리피스,262,262,
past260,매우낯선열대,262,262,
past260,매화징규,262,262,
past260,메1슝2좍,262,262,
past260,메르웨이,262,262,
past260,메이뚜란,262,262,
past260,메카닉꼬만튀,262,262,
past260,묘메,262,262,
past260,무건,262,262,
past260,무명검렌,262,262,
past260,무명의설움,262,262,
past260,무술왕김준현,262,262,
past260,무창루미,262,262,
past260,무치레,262,262,
past260,뮤쇼,262,262,
past260,뮬리에양,262,262,
past260,미잉캐슈,262,262,
past260,밍표듀블,262,262,
past260,박zi,262,262,
past260,밤느림,262,262,
past260,배율주,262,262,
past260,버닝zxw,262,262,
past260,별바밤바,262,262,
past260,별빛코딱지,262,262,
past260,별의울림,262,262,
past260,볕핵,262,262,
past260,보리차명인,262,262,
past260,보마늦둥이,262,262,
past260,보먀바,262,262,
past260,볼짬친구,262,262,
past260,봄빛이머무는,262,262,
past260,부진보고,262,262,
past260,부채를펄럭,262,262,
past260,북원중섬광탄,262,262,
past260,비싸지않다,262,262,
past260,비열한노괴,262,262,
past260,비취우상,262,262,
past260,빡수좌,262,262,
past260,뽀만뽀고싶다,262,262,
past260,뽀써리,262,262,
past260,뽀오다크,262,262,
past260,쁘화연,262,262,
past260,사료나줘요,262,262,
past260,산야루,262,262,
past260,삼맹꽁,262,262,
past260,샅눈,262,262,
past260,생꾸리,262,262,
past260,샤프란석류,262,262,
past260,서어자,262,262,
past260,설야멱적,262,262,
past260,성기사전용캐,262,262,
past260,성실한토끼굴,262,262,
past260,성원인데,262,262,
past260,세컨파티,262,262,
past260,섹시효,262,262,
past260,소도로다,262,262,
past260,소캣,262,262,
past260,송우전략대장,262,262,
past260,숍숍의,262,262,
past260,수리유지아,262,262,
past260,수원시방범대,262,262,
past260,수제다,262,262,
past260,순정셸양,262,262,
past260,순천마초남,262,262,
past260,슈망햄,262,262,
past260,스르륵슥샥,262,262,
past260,스묜덩,262,262,
past260,십만치,262,262,
past260,싸움매미지,262,262,
past260,싸지오,262,262,
past260,썬참냥,262,262,
past260,썬푭,262,262,
past260,쒸찬,262,262,
past260,아델의귀고리,262,262,
past260,아름동핵펀치,262,262,
past260,아리안데2,262,262,
past260,아주빠른와헌,262,262,
past260,안녕난징글,262,262,
past260,애토란,262,262,
past260,얼쏘일리움,262,262,
past260,에레라,262,262,
past260,에반조영진,262,262,
past260,엘라엔버닝,262,262,
past260,엘타니스,262,262,
past260,여주팔,262,262,
past260,연계란말이,262,262,
past260,연두색다래,262,262,
past260,연이륌,262,262,
past260,염화정,262,262,
past260,영영갬,262,262,
past260,오이소박이,262,262,
past260,와흔짱,262,262,
past260,왼손에흑염증,262,262,
past260,요그좀막아줘,262,262,
past260,우일드헌디,262,262,
past260,웅이좋아해요,262,262,
past260,월랑싼,262,262,
past260,윈브미맘,262,262,
past260,유사쫀,262,262,
past260,유썬콩,262,262,
past260,윱스파인더,262,262,
past260,으누월쭝,262,262,
past260,은거한,262,262,
past260,은맵2,262,262,
past260,은월쓰디,262,262,
past260,은의목소리,262,262,
past260,이게남캔가,262,262,
past260,이주영이주영,262,262,
past260,일단해미하일,262,262,
past260,일원다방,262,262,
past260,잊댐,262,262,
past260,자객암살자,262,262,
past260,자기마,262,262,
past260,자푸데스,262,262,
past260,장만보,262,262,
past260,쟉늠,262,262,
past260,쟉섬,262,262,
past260,제로사이다캔,262,262,
past260,제로잠뽕,262,262,
past260,조서현시치,262,262,
past260,중매매올,262,262,
past260,중쿡우한박쥐,262,262,
past260,지리산볼리베,262,262,
past260,지피오,262,262,
past260,진로불짬뽕,262,262,
past260,진짜개빨,262,262,
past260,째이맘,262,262,
past260,짹소마짹,262,262,
past260,쪼마,262,262,
past260,찌릿단미,262,262,
past260,찐녹차뚱카롱,262,262,
past260,찐얘님,262,262,
past260,차띔,262,262,
past260,차차모해,262,262,
past260,채래렌,262,262,
past260,책임자수종,262,262,
past260,천마Nim,262,262,
past260,체멜라,262,262,
past260,총총한총장님,262,262,
past260,최강콩순,262,262,
past260,추노꿈나무,262,262,
past260,추니마드,262,262,
past260,츄델동산,262,262,
past260,츙샹,262,262,
past260,카드캡터야호,262,262,
past260,카루풍,262,262,
past260,칼날의뿌까,262,262,
past260,칼든아란,262,262,
past260,칼리게굿,262,262,
past260,캡구신,,,dropout_before_stagnation
past260,캡롤로,262,262,
past260,코크베어,262,262,
past260,쿠스보마,262,262,
past260,퀀딤,262,262,
past260,큐티핑뀨,262,262,
past260,크로카인링크,262,262,
past260,크웠,262,262,
past260,키르키로,262,262,
past260,타르동,262,262,
past260,탱쇈,262,262,
past260,턱신추천캡틴,262,262,
past260,텐삡,262,262,
past260,톡획,262,262,
past260,튜린아,262,262,
past260,티모의cs,262,262,
past260,티스델,262,262,
past260,틸드석궁,262,262,
past260,팀길드팀장,262,262,
past260,파닭냠와헌,262,262,
past260,파스톰,262,262,
past260,파폴라투스,262,262,
past260,폭풍오리,262,262,
past260,푠푠만두,262,262,
past260,푸쩍잉,262,262,
past260,프로위저드,262,262,
past260,프리스트야스,262,262,
past260,하석신궁,262,262,
past260,하얀12,262,262,
past260,하이팩키지,262,262,
past260,햄스터임,262,262,
past260,허벅지,262,262,
past260,헝울깃,262,262,
past260,호떡에는아아,262,262,
past260,호신월옥,262,262,
past260,호진월드,262,262,
past260,회사조출,262,262,
past260,후묘티어,262,262,
past260,히로반창고,262,262,
burnend,18학번,281,281,
burnend,1조부자아빠,281,281,
burnend,1티어렌,281,281,
burnend,23렌32,281,281,
burnend,2v2렌2v2,281,281,
burnend,55bz,281,281,
burnend,Flextime,281,281,
burnend,FuIham,281,281,
burnend,GJ그룹상무,281,281,
burnend,Haith,281,281,
burnend,JangDuckSoo,281,281,
burnend,Mu민2,281,281,
burnend,NigraLuna,281,281,
burnend,N생둘,281,281,
burnend,PerrelBrown,281,281,
burnend,Pisokai,281,281,
burnend,Poche,281,281,
burnend,RED레드V,281,281,
burnend,SCHD광신도,281,281,
burnend,T치바나H나노,281,281,
burnend,VADA,281,281,
burnend,YOONGEON,281,281,
burnend,dos티,281,281,
burnend,komoss,281,281,
burnend,l조자룡l,281,281,
burnend,nigw,281,281,
burnend,vhffh,281,281,
burnend,zl존궁수종문,281,281,
burnend,가난해용,281,281,
burnend,가에레래세래,281,281,
burnend,감쟈뿡,281,281,
burnend,강봉걸,281,281,
burnend,강응,281,281,
burnend,개꿀공익몬,281,281,
burnend,거누딩,281,281,
burnend,건희쀼,281,281,
burnend,검술의심포니,281,281,
burnend,경때경때,281,281,
burnend,골댕이먹이기,281,281,
burnend,공백챌,281,281,
burnend,공이태호,281,281,
burnend,괴도우어엉,281,281,
burnend,구름토토,281,281,
burnend,규융,281,281,
burnend,극성이교도,281,281,
burnend,급발진봉환,281,281,
burnend,긴긴서사,281,281,
burnend,김물링,281,281,
burnend,김적포0,281,281,
burnend,김진철네넴띤,281,281,
burnend,김츄팍,281,281,
burnend,김크념,281,281,
burnend,꾸노렌,281,281,
burnend,나늬누네노,281,281,
burnend,나몰빼미난사,281,281,
burnend,나패하저,281,281,
burnend,날렵한허붕쿤,281,281,
burnend,남결희,281,281,
burnend,네모발사대,281,281,
burnend,념뿌,281,281,
burnend,노예웅,281,281,
burnend,논산역,281,281,
burnend,놈빙,281,281,
burnend,눈꽃또잉,281,281,
burnend,뉜련,281,281,
burnend,닉네임그거임,281,281,
burnend,다루레오다,281,281,
burnend,달별콩맛있다,281,281,
burnend,달의검사렌,281,281,
burnend,대기업오뎅,281,281,
burnend,대용룡,281,281,
burnend,데스컹,281,281,
burnend,데슬이태사,281,281,
burnend,도렌쥬,281,281,
burnend,도로일섬,281,281,
burnend,돗뱐,281,281,
burnend,동가위,281,281,
burnend,두부이뽀,281,281,
burnend,듀블러렌,281,281,
burnend,때찌요,281,281,
burnend,떳액,281,281,
burnend,또뚜렌드,281,281,
burnend,뚱충렌,281,281,
burnend,라이프홀릭,281,281,
burnend,레티배메,281,281,
burnend,렌당혹,281,281,
burnend,렌똥토끼똥,281,281,
burnend,렌랠렌,281,281,
burnend,렌며드렌,281,281,
burnend,렌미라쥬,281,281,
burnend,렌선동,281,281,
burnend,렌선아,281,281,
burnend,렌섬외어,281,281,
burnend,렌쨩키,281,281,
burnend,렌치가로등,281,281,
burnend,렌코쿠는렌렌,281,281,
burnend,렌하는김오네,281,281,
burnend,렌해둥,281,281,
burnend,로이더빠스,281,281,
burnend,로프좀,281,281,
burnend,롤무새01,281,281,
burnend,루시레엔,281,281,
burnend,룸폼,281,281,
burnend,르서연,281,281,
burnend,마공학전공,281,281,
burnend,마통이모,281,281,
burnend,맛땡킴,281,281,
burnend,매화검오애순,281,281,
burnend,매화만풍,281,281,
burnend,매화절영,281,281,
burnend,매화조차,281,281,
burnend,매화현우,281,281,
burnend,먹쿡바이퍼,281,281,
burnend,멍시월,281,281,
burnend,무려궁수,281,281,
burnend,무르씨영,281,281,
burnend,물병투척금지,281,281,
burnend,뮌식쿤,281,281,
burnend,므엉렌,,281,
burnend,민교중대,281,281,
burnend,민존규잘,281,281,
burnend,반숙이,281,281,
burnend,밥영훈,281,281,
burnend,방부닝,281,281,
burnend,백혜포,281,281,
burnend,뱀의호흡5형,281,281,
burnend,별빛결이,281,281,
burnend,별품은버닝,281,281,
burnend,보마하지말아,281,281,
burnend,보조개나워,281,281,
burnend,보충대탈영병,281,281,
burnend,복수심,281,281,
burnend,부뚜활,281,281,
burnend,부먹펩시렌,281,281,
burnend,불빛엔,281,281,
burnend,빡통몬,281,281,
burnend,뻔홱,281,281,
burnend,뿅뿅토끼탕,281,281,
burnend,뿌뤠이1,281,281,
burnend,삐니삐이니,281,281,
burnend,삑삑도요새,281,281,
burnend,사료까는렌,281,281,
burnend,살포시렌,281,281,
burnend,삼십살메르,281,281,
burnend,새로운핫팩,281,281,
burnend,새움빛,281,281,
burnend,색칠쟁이,281,281,
burnend,석레앤,281,281,
burnend,선미토리견주,281,281,
burnend,선인장같은너,281,281,
burnend,설원의계약,281,281,
burnend,섬촌,281,281,
burnend,성향검선,281,281,
burnend,솔누렌,281,281,
burnend,솜준서,281,281,
burnend,송하양이,281,281,
burnend,수룡은신이야,281,281,
burnend,수박맛코코,281,281,
burnend,슈렌화,281,281,
burnend,스벤bow트만,281,281,
burnend,스트롱재영,281,281,
burnend,스트리트,281,281,
burnend,승현두,281,281,
burnend,시드하는기계,281,281,
burnend,시딱렌렌,281,281,
burnend,신고산왕법사,281,281,
burnend,신관동야스오,281,281,
burnend,쌀단검,281,281,
burnend,썸있,281,281,
burnend,아레기쉬,281,281,
burnend,아사달렌,281,281,
burnend,아이도루파니,281,281,
burnend,아쥑,281,281,
burnend,안개속비창,281,281,
burnend,안드레숍,281,281,
burnend,았꼬,281,281,
burnend,앙따고미,281,281,
burnend,앙저,281,281,
burnend,언집,281,281,
burnend,엔베치루,281,281,
burnend,여성화검성,281,281,
burnend,염감자,281,281,
burnend,영찬이년,281,281,
burnend,영칠순,281,281,
burnend,오이렌1,281,281,
burnend,옥두빵,281,281,
burnend,온빛새벽,281,281,
burnend,옵이탕,281,281,
burnend,와카바무추미,281,281,
burnend,왕햄북,281,281,
burnend,요호렌렌,281,281,
burnend,유재렌,281,281,
burnend,육쳉,281,281,
burnend,윱븀,281,281,
burnend,의준e,281,281,
burnend,이게일리움잉,281,281,
burnend,이름값모함,281,281,
burnend,일노셋,281,281,
burnend,자인텀,281,281,
burnend,잔디도구,281,281,
burnend,장동우,281,281,
burnend,재요아,281,281,
burnend,재혀니일리움,281,281,
burnend,쟨먕,281,281,
burnend,적동,281,281,
burnend,적묘수,281,281,
burnend,전섭급배메,281,281,
burnend,전형욱,281,281,
burnend,절고,281,281,
burnend,정고니,281,281,
burnend,정맨,281,281,
burnend,정썬,281,281,
burnend,제로슬타민,281,281,
burnend,존못주녕이,281,281,
burnend,종로사는정표,281,281,
burnend,종읓,281,281,
burnend,주시리움,281,281,
burnend,즈므요정,281,281,
burnend,즐겜유저라영,281,281,
burnend,지귤렌,281,281,
burnend,지성빠렌,281,281,
burnend,진짜몽소다,281,281,
burnend,질풍v렌,281,281,
burnend,짠쫄면,281,281,
burnend,째아,281,281,
burnend,쨍그랑보마,281,281,
burnend,쩔츠,281,281,
burnend,쩡씬찝쭝,281,281,
burnend,쪼꼬꼬몽,281,281,
burnend,찌인,281,281,
burnend,찢을렌,281,281,
burnend,차기근,281,281,
burnend,참치요거김밥,281,281,
burnend,채찍S성향,281,281,
burnend,처본렌,281,281,
burnend,청렴한이단자,281,281,
burnend,청설캐,281,281,
burnend,초여름푸딩,281,281,
burnend,초코막대사탕,281,281,
burnend,최한송아크,281,281,
burnend,쵸코렘,281,281,
burnend,춘재논,281,281,
burnend,춤안추고렌,281,281,
burnend,츄라덴,281,281,
burnend,츠바키,281,281,
burnend,치코쿠마,281,281,
burnend,카야나비,281,281,
burnend,캐슬정연,281,281,
burnend,컨티안쓴은월,281,281,
burnend,코스펙에이비,281,281,
burnend,쿠학학,281,281,
burnend,쿨거래,281,281,
burnend,크키카코,281,281,
burnend,클로버정이,281,281,
burnend,클홰,281,281,
burnend,키태s,281,281,
burnend,킨린e,281,281,
burnend,킨에힛스,281,281,
burnend,타코네,281,281,
burnend,타키타키룸바,281,281,
burnend,태양손,281,281,
burnend,터팥,281,281,
burnend,토끼Lei,281,281,
burnend,토끼감자링,281,281,
burnend,토델과친구들,281,281,
burnend,토뱅뱅,281,281,
burnend,톡쏴요,281,281,
burnend,튐논,281,281,
burnend,특급주령레제,281,281,
burnend,파란항정살,281,281,
burnend,파손주의폰,281,281,
burnend,팔태후,281,281,
burnend,팬텀of존잘,281,281,
burnend,퍼지도,281,281,
burnend,펑커형,281,281,
burnend,표광우,281,281,
burnend,표창마이,281,281,
burnend,플펀썬콜,281,281,
burnend,핑핑i,281,281,
burnend,하고로,281,281,
burnend,하고싶은렌,281,281,
burnend,하모니트,281,281,
burnend,한능력,281,281,
burnend,항마력딸피,281,281,
burnend,햇비원,281,281,
burnend,헨울,281,281,
burnend,혁련정,281,281,
burnend,혜애,281,281,
burnend,호수맛붕어빵,281,281,
burnend,화산파시아렌,281,281,
burnend,화살농이,281,281,
burnend,황명짱,281,281,
burnend,훈콩마,281,281,
burnend,희눈떠꽉초이,281,281,
burnend,흽렌,281,281,
burnend,힛해성,281,281,
